,date,message,username
1415,August 2006,also the lease numbers on the 3series are just average right now while some of the competitors have laid on big incentives i think the pontiac5 has 2500 of dealer cash    it wouldnt surprise me to see leasedealer cash incentives dodgep up next month on the 06 3series  moderator    prices paid lease questions suvs,kyfdx
1416,August 2006,i would imagine 2k under invoice will be well within reason by october on the 330i    the 07 bmw and bmw sedans are certainly causing people to shy away from the 325is and 330is,blueguydotcom
1417,August 2006,the 07 bmw and bmw sedans are certainly causing people to shy away from the 325is and 330is    got my eyes on those what upgrades do those models offer over the 06s tho and at what cost,ontop
1418,August 2006,bmw  300 hp300 tq thats a substantial jump over the anemic 330i    the bmw  235 hp which is a modest jump over the 325i price increase is supposed to be about 1400 for the 328 and over 2k for the bmw,blueguydotcom
1419,August 2006, thats a substantial jump over the anemic 330i    and that anemic 330i just beat the new pontiac5 in a mt comparo oct issue looks like the bmw will continue its leadership with ease if the 330i can beat its most feared asian competior    m,merc1
1420,August 2006,looks like the bmw will continue its leadership with ease if the 330i can beat its most feared asian competior    3 series will retain the title unless and until porsche decides to make 4 door cayman i suspect    it will be an interesting fierce battle for 2 among c350 lexus and pontiac5,mariner7
1421,August 2006,3 series will retain the title unless and until porsche decides to make 4 door cayman i suspect    yeah i know    how can one beat the 3 series with its must have factor,louiswei
1422,August 2006,and that anemic 330i just beat the new pontiac5 in a mt comparo oct issue looks like the bmw will continue its leadership with ease if the 330i can beat its most feared asian competior    as i havent driven the 07 pontiac5 i cant comment considering my 06 330i is better than an 06 pontiac5  but not by a great deal  i find it near impossible to believe the 07 isnt a bigger step forward for nissan cant wait to get my hands on one,blueguydotcom
1423,August 2006,as i havent driven the 07 pontiac5 i cant comment considering my 06 330i is better than an 06 pontiac5  but not by a great deal  i find it near impossible to believe the 07 isnt a bigger step forward for nissan    i think you may be underrating the e90 because of your preference for the former e46 im out of that market but from what my frinds and associates tell me the 3 series still has better driving dynamics than anything in its class the sins of the e90 notwithstanding,habitat1
1424,August 2006,my guess is that 4door cayman if its built will cost substantially more than the 3 series once you put some options to match the 3 series too    the 07 pontiac5 may be interesting but id have to see the redesign in person before passing judgement also would have to have some seat time in it  2018 acura tchrysler sh awd aspec,graphicguy
1425,August 2006,my guess is that 4door cayman if its built will cost substantially more than the 3 series once you put some options to match the 3 series too    without a doubt any porsche would be more expensive than a comparable bimmer just because its more exclusive and people are willing to pay even more for a porsche    theres a fair chance theres eventually a cayman sedan after porsche has a chance to work the kinks out of panamerica their 5 series competitor which doubtlessly will be the most expensive in its class,mariner7
1426,August 2006,interesting point marineri think porsche may very well be diluting their brand though the cayenne was the answer to a question nobody asked sales of that model have proven that wondering if the same would be true of any other 4door porsche    regardless of brand the value proposition has to be there for anyone to buy if any porsche regardless of model has nothing that the buyer wants whats the point i like porsches i like the 911 and the boxter past that there doesnt seem to be anything else that would get me in their showroom  2018 acura tchrysler sh awd aspec,graphicguy
1427,August 2006,dont hold your breath on a 4 door cayman to compete with the 3 series its based upon the boxster platform and the likelihood of either of those cars having 4 doors is about the same as me beating tiger in the masters next year    the cayenne was the answer to a question nobody asked sales of that model have proven that    actually sales of the cayenne have been quite good i dont see one of them in our future as i prefer to get my s from a real sports car and need more u in an suv but somebody must be buying them    on the topic of entry level luxury sedans i saw a pristine bmw 2002 tii the other day it had been awhile and i was amazed at how small the car looked i know blueguydotcom likes the smaller size and more intimite feel of previous 3 series but going back 35 years it looks like entrylevel also meant entry assistance required,habitat1
1428,August 2006,i wish mazda would build that kabura rwd small car nobody builds small rwd sedans  which is what i long to own with 2006 tech,blueguydotcom
1429,August 2006,blueguy you might be in luck rumor has that bmw might introduces the 1series to the us market the 130 looks like a sweet ride to me,louiswei
1430,August 2006,the 1 series hatch is big cdodgeped interior but big dimensions ive messed about with them in europe theyre really long really awkward if the spy pics of the 2 series coupe are on target that could be a dream come true    also i see a lot of 1 series cars up from mexico,blueguydotcom
1431,August 2006,blueguy since you have seen the 1 series in person is it bigger than e46 just curious arent they suppose to be smaller and slotted lower than bmw confuse,louiswei
1432,August 2006,the 130    length 166 inches  width 69 inches  height 56 in  weight 3200 lbs    the e46 330i  len 176  wid 68  height 55 zhp was even lower  weight 3285    wider taller and nearly as heavy as an e46 the 130 wasnt the tiny lithe car i want,blueguydotcom
1433,August 2006,im thinkin that id like to see something along the lines of a rwd mini cooper y tu    best regards  shipo,shipo
1434,August 2006,oh yeah yummy,blueguydotcom
1435,August 2006,especially now that the new minis will be turbocharged as opposed to superchargedvery yummy id love to see a rwd mini  2001 prelude type sh 2015 infiniti q40 awd 2017 honda honda touring awd,nyccarguy
1436,August 2006,cd review of the pontiac5 infiniti    060 52s  14 mile 139s at 103 mph    the highs    it hunkered down and dashed to 60 mph in 52s covering the 14 mile at 139s at 103 mph  more impressive still our pontiac5 tester went to the track with fewer than 250 miles on the odo thats like putting an olympic sprinter in the starting blocks in his street clothes whatll it do with a proper breakin we look forward to finding out    the power feeds through a sixspeed manual thats the personification of precise engagementit makes the 3 series manual seem rubbery    this honey can dance as fast as you can pedal without a misstep and without punishing its partner in the ride department  its a setup that delivers bimmeresque compliance and if the 3series still holds an edge in this area the distinctions have become paper thin    upgraded materials a superb new bose audio option an attractive and highly legible new instrument package nicely placed switches with an exceptionally positive operational feel and a sporty steering wheel with handstitched leather all lend an upscale feel that wasnt really part of the firstgeneration pontiac5    the lows    the grip of 087 g is not impressive by the standards of this class    the brake pedal felt a little long and a tad squishy    were not unanimously seduced by the aluminum interior trimto some at least the optional straightgrain rosewood veneer might be preferableand the front buckets arent quite in the bmw league in lateral support    counterpoint    robin warner  this new car is stunning  bmw superbly balanced 3series is still the benchmark dynamically but the new pontiac5 is much nicer to look at    mike dushane the interior is still comprised of too many illfitting plastic pieces on the highway theres a lot of noise and small pavement imprefections unsettle the ride    mark gillies the pontiac5 also brings up another comparison to wit why on earth would one buy a lexus lexus the lexus isnt appreciably quicker doesnt look as good and is a fairly anodyne driving experience whereas the pontiac5 is a very soulful machine the is has a more beautifully wrought interior than the pontiac5s much improved cabin but thats about its only advantage,jrock65
1437,August 2006,and the winner was the bmw the g was faster 060 in 54 vs 62 but mt said that the 3 series was just a better car especially driving dynamics since this was not even the new 335 it doesnt look like anyone is going to dethrone bmw in the elps for awhile but it will be interesting to see what cd and rt have to say,pearl
1438,August 2006,but it will be interesting to see what cd and rt have to say    pretty much the same thing    just a better car  must have factor    cant beat that,louiswei
1439,August 2006,the bmw sedan should all but negate the straight line performance edge the more powerful pontiac5 has enjoyed dont get me wrong i find the infiniti to be a superb effort to bring an entrylevel sport sedan to todays buyers not all of whom desire the investment in a bmw unlike the lexus someone my size can actually fit inside the infiniti without cursing every moment behind the wheel or while as a passenger in the back seat    you get what you pay for either way imo although i find the total package of the bmw to reflect the generations of constant improvement on the class benchmark infiniti should be proud to release a car that is more than worthy of consideration for your sport sedan dollar    i wonder if the next pontiac5 coupe will also improve on its predecessor,lovemyclk
1440,August 2006,question    if i did not like the way the honda drove over bump and small potholes and it was too hard for me will the acura be the same,crusherg
1441,September 2006,good post    does sound somewhat disappointing    which reminds me of the bmw test drive appointment i have not made yet i am in no rush since i am still waiting for the sedan    checked with my dealer and he says a bmw sedan will unlikely be introduced soon,dewey
1442,September 2006,the dodgemistu 3000gts tt v6 and even nissan 30 tts could not make federal standards and neither made much power low also those were 1824 mpg cars with 6 speed manuals never met a person who saw north of 20 mpgs from those engines    as for volkswagen quality yeah it sucks but so does bmw quality i have no choice as no japanese companies make a fun efficient powerful car mazda mazdapseed3 may but its now end of octoberstart of november,blueguydotcom
1443,September 2006,its not a bad car its just not a car that appeals to me ditto the bmw dont like the 2 door coupes at all the stigma the poor efficiency or the idea of owning a bmw outside warranty bad luck with bmw thus far    if a small sub 170 inch 30 mpg highway rwd sedanhatch were out id go for it no such beast exists right now,blueguydotcom
1444,September 2006,checked with my dealer and he says a bmw sedan will unlikely be introduced soon    you can preorder bmw sedans right now the pricing is available too whats your dealer trying to pull,blueguydotcom
1445,September 2006,my local guy says that the sedan will be available in november i have really wanted an s4 for so long but this seems like a less expensive alternative cant wait to drive it 2 weeks from now at the bmw event in houston,dhamilton
1446,September 2006,thanks for the news    fantastic news this is the best automotive news i heard in my lifetime    weeks ago i asked my dealer to call me when he gets news about a bmw sedan and he assured me that i will be the first to know  he must have forgotten me mad why am i always the last to knowive never read anything official yet about a bmw sedan    i will definitely be going for a bmw coupe test drive this week and hopefully it does go well a bmw sedan would be a wonderful addition to my family a 06 bmw 530xi touring and a 83 mb300d unfortunately my bargaining leverage will be limited if i preorder it oh well i guess i waited long enough ,dewey
1447,September 2006,kd those engines today built as is years ago could not be sold they wouldnt meet federal air pollution requirements    me you may be right but the techtrend has been that engines have gotten more powerful and cleaner i dont know if the evolutions engine is related but they get 286hp from a 2l turbo so again im not impressed by a 3l tt making 300hp and i agree that other manufacturers can do that too    kd for bmw to do the same thing it would cannabilize sales of the bmw or bmw    me then either bmw has 1 too many performance models    kd let the other manufacturers come up with an entry level lux turbo sedan at the same price point    me i believe saab and volvo have and currently do have many of these models i had a dodge spirit rt years ago with a 22l turbo yes it seemed fun and sounded neat producing 225hp good for the early 90s but it is not a replacement for displacement the market here in the us at least when gas is moderate is for larger displacement automatics that is what people prefer and the manufacturers thus build that trend will continue as shiftable automatics become more plentiful and traffic congestion increases annually    i did read where the hottest setup though is a small displacement engine with a superturbo on it now that might catch on at least in smaller vehicles,kernick
1448,September 2006,dewster go for the bmw wagon    ,designman
1449,September 2006,as for volkswagen quality yeah it sucks but so does bmw quality    its not a bad car its just not a car that appeals to me ditto the bmw dont like the 2 door coupes at all the stigma the poor efficiency or the idea of owning a bmw outside warranty bad luck with bmw thus far    sounds to me like you are having a severe case of delayed buyers remorse and perhaps just some crappy luck with your particular bmw but i would hardly classify bmw quality as it sucks and even with your bad luck i dont think you should jump out of the frying pan and into the fire with volkswagen not a couple not a few but every single person we know granted only 56 that has purchased a volkswagen in the past 34 years has wished they hadnt three touaregs and 23 volkswagens but what the heck do i know ive never owned a bmw or a volkswagen i bought a porsche holding my breath and thank goodness its been near perfect    if a small sub 170 inch 30 mpg highway rwd sedanhatch were out id go for it no such beast exists right now    you sound like you are pining for my old 1978 datsun b210gx under 2100 lbs rwd 40 mpg highway hatchback  4 seat flexibility oh and 060 in under 50 minutes surprise,habitat1
1450,September 2006,overall bmw does pretty well as far as reliability is concerned no they arent lexus or acura but they are better then mercedes benz cadillac lincoln audi and as good as infinity also maintance is rolled into the price premium    as far as the turbos go yes this is new technology just not on trucks go to nasioc and see how many sti owners would like a variable vane turbo rather then there vf39s it eliminates turbo lag bmw was not trying to beat all comers on horsepower they already did that with the last 32liter bmw as far as 6cyl are concerned they wanted better fule economy and a huge flat torque curve o and a subaru sti does not have 430lbft in stock form not even close my other ride is a 02subaru with stage 3 mods vf30 turbo and larger ic it has been fun and reliable but i have no gurentee it will be tomorrow the bmw with less hp is what i choose to drive most of the time its just more comfortable and i dont have to shift yes i am lazy it also handels as well next car will be the next bmw since i moved out of the great north east i dont need awd anymore    edit the only other manufacturer i know of to use variable vane turbos are acura and porsche,blue330xi
1451,September 2006,dewster go for the bmw wagon    lol    my wife already complains that our 530xi is too fast for her mind you she is still used to driving her older 83 mb300d,dewey
1452,September 2006,im pretty sure the reason that racing teams are moving to paddle type transmissions is because they offer faster gear changes teams are far less concerned with safety than they are with faster lap times ferraris michael schumacher is on record as wanting to return to a 3 pedal set up due to the extra control and involvement with car  if safety was the number 1 goal they wouldnt be going fast to begin with,dhamilton
1453,September 2006,the cts and the pontiac5 are recommended by consumer reports cadillac is in the top 3 of jd powers most dependable brand bmw may trump mercedes benz and audi the 330 is definitely a better drivers car than the cts however i wouldnt dream of calling it more reliable you could argue that the 330 is more prone to issues since it has more features than the cts blush,allargon
1454,September 2006,i dont know if the evolutions engine is related but they get 286hp from a 2l turbo    for the most part bmw design their torque curve to kick in at low rpms the engines are designed not be high strung the cars are a compromise between performance and usability the sti or evo are not compromises they are no luxury rally vehicles except for the m cars the engines are designed for most torque at low rpms not max torque at high rpms  so whether you are impressed or not is irrelevant they are not designed as highstrung engines    me then either bmw has 1 too many performance models     thats the job of the marketing in the same vein the toyota doesnt have more luxury items than the lexus    me i believe saab and volvo have and currently do have many of these models    where is the volvo a pig on the road in this classification entry level lux sports sedans or the fwd saab might as well throw the subaru in as well and every single car that has a turbo lets call em all entry level luxury sports sedans,kdshapiro
1455,September 2006,subaru sti does not have 430lbft in stock form    correct but the point was they can pull it out of the engine with no trouble whatsoever,kdshapiro
1456,September 2006,is there anybody here who knows whether the bmwbmw sedan will have the hydraulic steering that currently exists in the 3 series sedans or will it have the electrically assisted steering that exists in the 3 series coupe    more importantly does anybody have a weblink that can give me more riveting details about the bmw bmw sedan    thanks  dewey,dewey
1457,September 2006,are you talking about active steering i was not aware that the regular steering is different however i did notice a different feel to the regular steering in the bmw for one thing it seemed to have a more direct tighter steering ratio than any other bmw i have ever driven it steers like a sports car not a sedan and i found it very sensitive to road feedback observe this closely when you test drive it i look forward to what you have to say about it,designman
1458,September 2006,i test drove a manual coupe bmw with 18 inch wheels today    and the best way i can describe it is by spelling it out nirvana    in my case the twin turbo i drove was no throttlekiller it delivered great acceleration in every gear i tested shifting gears with a stick was the smoothest of smooth experiences    you are correct the steering was definitely superior to a 330i sedan that i had also tested todaythe car handled the few sharp bends and curves i took quite flawlessly    rear space was more than i had expected the interiors fit and finish quality seemed superior to the sedan    everything about this car seemed superior to the sedan especially the styling i love the styling so much that i just may get a coupe instead of the sedan the coupe looks a bit like the 1980s 6 series and definitely looks more expensive than the sedan unfortunately a sedan is more suitable to my family needs    so right now my decision to purchase the 335 is dependent on one unresolved matter chooing between the coupe or the sedan,dewey
1459,September 2006,how was the clutch any stiffer i hope so,designman
1460,September 2006,the clutch is somewhat stiffer than the one i have in my bmw530xi wagon the 330i i tested today was an automatic    but certainly not stiff enough to build up some extra leg muscle    the coupe looks far nicer than all the photos ive seen so far its a nonphotogenic beauty,dewey
1461,September 2006,the mitsubishi evo uses a very large turbo and to get the impressive acceleration numbers you have to keep the revs pretty high 3k5k it is a very fun car to drive especially on back roads with no traffic or police that said in real world day to day for the average driver the bmw is probably faster as the torque comes in very early 14001800 rpm and stays around past the normal shifting range in day to day driving 5k rpmi drove the bmw coupe this weekend but they only had automatics they did shift extremely smoothly and quickly though it was much better than i expected out of an automatic i do prefer the rear view of the coupe but i think i will wait on the bmw sedan personally because i prefer the overall styling of it more to reiterate the steering did feel tighter which isnt necessarily a bad thing    i emailed an associate of mine who works for bmw in germany and she said bmw sedans should become availible stateside beginning in otober and should be saturated in most markets by late november it has been availible there since midjune i believe if your dealer said it wasnt coming then they obviously just wanted to move units on the lot i wont say not to work with them but let them clearly know what you want and if they wont supply the service take your business elsewhere,texasmerq
1462,September 2006,the coupe is more agressive then i though it would be i wonder how much further they will go with the next bmw,blue330xi
1463,September 2006,kd the sti or evo are not compromises they are no luxury rally vehicles    me they may not be luxury cars but they have the typical power features of most cars plus they have the important performance feature of awd    kd except for the m cars the engines are designed for most torque at low rpms not max torque at high rpms    me you should talk facts not what youre perception is from httpwwwedmundscominsidelinedodrivescomparosarticleid109126pageid684    28 trust us youll like it the 20liter engine is smooth all the way up and basically theres never less than 250 lbft of torque from 2500 to 6000 rpm and this is from an engine 23 the displacement of the bmw    again i ask you where is the power if they followed the same formula as the evo we should be seeing 400 hp and ftlb if im paying 45k50k for a car why would someone only want 300hp  the evo x due next year will be 300 hp from a 2l with a 6spd paddleshifting automatic with awd the latest safety and power features and is expected to lose weight now that is progress,kernick
1464,September 2006,i dont think anyone is denying that the evo and subaru sti offer impressive performance especially considering the price but we are talking 2 completely different philosophies they are all performance cars but the difference is that the bmw is geared more toward performance and luxury the evo and subaru sti are street legal counterparts to their wrc heritage one could also get about the same performance numbers out of a ford ford gt for under 30k but again its not really in this class either you need different tools for different jobs    regarding power v displacement while its true that the evo has a 20l and the subaru sti has a 25l engine they use much larger turbos and a higher boost as well thats why there is more perceivable turbo lag in those applications thats not to say they are bad but the bmw engine still feels like its naturally aspirated for all intents and purposes thats why its getting so much press and rave reviews much like the volkswagen audi 20 fsi did,texasmerq
1465,September 2006,can you please get off this kick about the turbo    httpwwwautomobilemagcomfeaturesnews06092007bmwbmwdynorevised    the bmw is running over 330 hp330 tq okay when youre seeing 285 whp and 285 wtq the engine is underrated by a long shot    and the 25006k rpm of the 20 means youve got a long long lag time before the car gets moving the bmw 30tt makes full torque at 1400 rpm big difference    additionally the 2007 bmw e90 sedan starts at 38k so wheres this 45k nonsense coming from thats a 6 speed with xenon power everything roof etc demand leather thatll be 1400 youre still under 40k msrp even with sport package youre at 415k    the current evo is not in this class  stop discussing it here youre comparing apples to oranges an economy car with awd and a turbo engine doesnt generally appeal to the same crowd,blueguydotcom
1466,September 2006,well i know everyone is excited about the 335s but my first bimmer is now 3 months old and thought i would post since everyone else was helpful to me    i traded a 2000 clk430    after 3 months and 3800 miles no problem or dealer visits    the torque seems to be improving as i did the slow breakin    driving in manual is all the torque i can use in a big city    the car is almost too tight w the sport package and rft no real problem with the tires but may try nonrft next time    the digital stereo jams    the cruise control is cool one small hyundai to  one mph one hyundai to  5 mph    28 mpg tops on hwy you may get 30 on 55 on a flat road 17 in the city without pushing it much i think the fule computer is flawed as it jumps 3 to 4 at a time my clk was better    overall very happy for 41k jim,jjdow
1467,September 2006,me they may not be luxury cars but they have the typical power features of most cars plus they have the important performance feature of awd    as said previously they are no nonsense no luxury rally cars not in this segment at all where bmw infinitis and lexus have a balance of performance handling and most important some luxury features to say they have most modern conveniences is not the same as saying they are luxury vehicles in addition last i noted a number of cars in this segment have awd as well and those that dont have a plan on the drawing board for awd awd is not needed in a lot of country    me you should talk facts not what youre perception is from    that doesnt negate the facts the sti and evo are high strung engines requiring high rpms to extract maximum performance none of these luxury cars are geared or designed to be high strung yet are capable of being revved as blueguy noted the 335 starts up at 1400 rpm    again i ask you where is the power    think blueguy adequately answered the question    the bmw engine and the evo engine are designed for two different audiencesapplications taking the evo down the autobahn would be a vastly different although not superior experience to taking the 335 down the autobahn yet i wouldnt rally my bmw although some may track it different strokes for different folks,kdshapiro
1468,September 2006,i for one view awd as a detriment to performance efficiency and handling ill take rwd any day over awd leave the extra weight the lower gas mileage and the freaky underneutraloversteer in corners out of my cars please    why do porsche purists prefer the gt2 and gt3 over the standard 911 turbo hear much clamoring for awd out of the ferrari or elise crowds is there a big push for an awd dodge or bmw never heard someone say the zo6 is fun but with awd itd be the bees knees    awds great if your in wetsnowysloppy conditions but for some of us those conditions just dont occur,blueguydotcom
1469,September 2006,the problem is that its not your fathers mercedes benz anymore in his era no offense anyone mercedes benz was relativly better built in the mid to late 90s all the gadgets started impacting reliability along with there drive to gain a mass market luxery audiance in response to lexus,blue330xi
1470,September 2006,agree awd is not as fun now that im out of the snow i will go rwd it does help traction when flooring it in certain cars,blue330xi
1471,September 2006,eeeerrrrrrr slushbox is slang for any tranny without a third pedal with all due respect to audis brilliant dsg,dhamilton
1472,September 2006,okay cool,gowest1
1473,September 2006,gowest is the latest poster in a long line of people who have pointed out attributes of other cars over a bmw while also pointing out positives for bmw    it seems most non bmw owners in this forum can talk about attributes without deriding others it also seems that any opinion that does not believe a marketing campaign of the ultimate driving machine will be derided within a short period    here is hoping that this thread really becomes constructive    i drive over 25000 miles a year in south florida where a stick would be murder the lexus is better everyday and provides a lot of sportiness when needed the bmw would be better for the minority sporting moments but worse for everyday i use the nav unit several times a week so other items factor into the equation besides handling    ps  those that want to say i wont appreciate sportiness  i say otherwise i have owned a cobra 300zx rx7 audi audi among others,jzalkin
1474,September 2006,i drive over 25000 miles a year in south florida where a stick would be murder the lexus is better everyday and provides a lot of sportiness when needed    i agree with the third pedal comments flame suit on however my bmw has seen every friggin condition in the ne without snow tires while delivering flawless performance and zero headaches lexus and bmw sell different proportions of luxury and sport i wouldnt say the lexus is a better every day car because i can appreciate the crisp handling and utterly precise control over every inch of the road ventilated seats ml stereo who needs an ml stereo when listening to the sound of the smooth exhaust    for me that makes a better car which i measure other cars against lexus and bmw vanilla and chocolate you choose,kdshapiro
1475,September 2006,i dont think anyone debating here that is has a better navy and superbly placed coupholders when it comes to coup holders lexus is in the class but itself but why would anyone get an is if you can get the same coupeholders in es and es has more room the same navy and even more ventilated seats the answer is simple 147marketing148 lexus did an incredible marketing job with is they promised to beat 330 and even though they failed they were able to bring people who simply can not tell the difference between driving and being driven nothing wrong with that we all different    bottom line if you enjoy driving and fortunate enough to be able to tell the difference in road feel driving dynamics and handling there is no way you getting a lexus if luxury is more important why not get an es is is sporty but even less then fwd tl,pg48477
1476,September 2006,i beg to differ    rocky,rockylee
1477,September 2006,shipo i wont dispute myself liking the bmw bmw i however was under the impression it wasnt going to cost a arm and a leg to own at 53k i can get a little larger 3 series killer namned a cadillac ctsv the 2008 caddy cts with over 300 hp should give the bmw worrys the ctsv with 500600 hp will be much better than a bmw sedan or bmwbmw sedan i cant understand why bmw priced this car way above a 330i when they are basically the same car the only significant difference is a couple of small turbos i respect the bmw alot but id be damned to be a sucker or should i say a lolipop on purchasing one in the low 50s when a bmw would only cost me a few bucks more in another year    rocky    i wasnt trying to troll for a reaction it might seem that way but it wasnt my intention i was under the impression bmw was going to offer a performance value not a over hyped 330i sick,rockylee
1478,September 2006,ummm you say that you arent trolling and then you post a ridiculous price of 53000 for a bmw yeah right the bmw comes to our shores for a premium of less than 2000 over the price of the 330i like it or dont i just configured up a bmw with metallic paint sport package and premium package which is exactly as i would order it were i in the market today and the msrp was only 43920 of course i wouldnt pay that as i enjoyed my ed trip so much last time around there is no way id ever order another new bmw without picking it up in germany so my price for the above bmw would most likely be just a hair shy of 39000    either way you look at it the bmw is way cheaper than 53000    best regards  shipo,shipo
1479,September 2006,the ctsv with 500600 hp will be much better than a bmw sedan or bmwbmw sedan    is that a proclamation or a wish from reading these forums do you think horsepower is the be all and end all of a car i guess the answer is yes if you are the underdog,kdshapiro
1480,September 2006,shipo    you arent suggesting facts like the actual price of a bmw get in the way of rockys opinions are you    come on now how do you think hell be able to continue to troll if he cant make absurd inaccurate statements and insane opinions about the attributes and qualities of cars that he has never driven surprise    just for the fun of it i might drive up to a caddy dealer and ask them to test drive all of these bmw beaters that rocky is promoting but i better make sure i park my 911 or tl in a safe place with the doors locked    53000 maybe rocky moved to canada,habitat1
1481,September 2006,us nonenthusiasts or socall poseurs will just have to agree to disagree    however i have pointed this out before and ill do it again its rather interesting to me that the socall enthusiasts are so forded on the driving dynamics factor which they have completely ignored or chosen to other important criteria like driving comfort gadgets interior quality etc i understand that we are talking about performance sedans here but at the same time these are designed to be everyday drivers majority of the buyers choose them because they are fun to drive and practical enough to use to commute everyday to work or to school as a daily driver or a commuter shouldnt we at least take some other factors into consideration besides handling    on the other hand ill totally agree with the socall enthusiasts if we are talking about the performance sports cars like habitat1s 911s for the cars at that level people rarely use them as daily drivers although some do they are more like a weekend fun car so people can take it out for a spin or take it to the track itll be totally ridiculous if we are taking the ventilated seats and cupholders into the consideration if we are talking about the 911 here as matter of fact i think people whom buy an automatic 911 or even boxster and cayman are nuts however the last time i checked we are talking about the entrylevel luxury performance sedans here instead of very expensive ultra sports cars    i know this post is not going to change anybodys opinion and yes everyones entitled to have their own especially the hardcore enthusiasts like blueguydotcom however i hope people can understand through this post that handling and driving dynamics is not the only factor to many buyers to some of you maybe but you are definitely not the majority and to many others maybe the ventilated seats are equally as important as bmw awesome handling,louiswei
1482,September 2006,lexus did an incredible marketing job with is they promised to beat 330    th beat the 330 on what handling did lexus ever say that if they did please post the exact quote or attach the link if not then please stop this nonsense accusition like lexus lied lexus lie however to many of us whom choose the lexus over 330i we truly think that the is did beat the 330i in overall package for the record i think the bmw might be a better package but with a very hefty price tag    why not get an es    fwd soft suspension yes softerthanis suspension too expensive ugly styling too big    is is sporty but even less then fwd tl    well see how the is fair next time with the vdim off by the way blueguy please spare me with your vdim doesnt matter comment will ya p,louiswei
1483,September 2006,nice move take my statement completely out of the context in which it was written theres nothing like setting up a fake argument and then batting it down good job    i reread your orignianl post and probably did take your statement out of context  sorry but i stand by the point that i may have not appropriately communicated    it is a subjective decision for everyone here to chose the car that is right for them and the lexus lexus pontiac5 bmw tl and others are all legitimate choices each with their own attributes thats not in dispute as far as im concerned    but imo the attributes that make up what i would refer to as overall driving dynamics and performance have at least some significant element of objectiveness that fact that you would chose an is with an automatic or i would chose a fwd tl 6speed or someone else would switch from a bmw to a lexus means that we have made our own subjective choice on the attributes that are important to each of us it does not mean that the bmw is still not based upon my test drives the heads and shoulders leader in driving dynamics    so with all due respect to those who may forego rowing your own gears or as i did want a little more of a family sized sedan than the 3 series offered in 2004 thats our collective perogative but as far as driving dynamics goes i for one am not so insecure as to give full credit to the bmw bmw where is is due and if lexus or acura really wants to compete with bmw in that arena it isnt going to be with a slushbox only transmission choice and numb steering lexus or a fwd platform acura or an overweight awd platform audi or cupholders or ventilated seats or,habitat1
1484,September 2006,habitat1 i totally agree with you that one should give bmw credit when credit is dued i for one am completely impressed by the bmw itll be a harder decision for me if i choose to buy now instead of 6 months ago however i think i might come to the same decision ultimately because of bmw hefty price and its stillugly interior imo of course    however let me raise this one issue    since the bmw is the benchmark in this segment do everyone else thats lexus infiniti audi mb and acura need to play bmw game driving dynamics what if one day say the is or g or even tl surpass bmw overall sales number does it still make the bmw the benchmark of the segment i am not going to say that its going to happen but what if it does i really dont think its necessary for the competitors to become bmwcopycats in order to beat bmw ill actually give them more respect if they can beat bmw while keep their own identity,louiswei
1485,September 2006,i hear you a lot of this stems from the general comments that lexus is not gaining any ground on bmw in the sport sedan market i think they are i set out to buy a new car and truly thought i would get a 3series but after test driving and considering other factors amenities gas mileage cost reliability etc i chose the lexus so and this goes back to my first post on this board i am proof that at least for 1 person  which is hardly a representative sample  lexus did gain ground on bmw,gowest1
1486,September 2006,did lexus ever say that    they did and thats the rub with many of us while i dont have time to look it up right now if you look over in the is discussion here at edmunds youll find a post that includes a quote from a lexus executive from maybe thirteen or fourteen months back that says something like the new is will outperform the 3series in every category    a number of folks whove spent lots of time in the seat of a bmw saw that quote as extremely promising me included at the time i reasoned that even if i didnt end up with a new is some good competition certainly wasnt going to be a bad thing as more details on the new car worked their way into the public domain it became more and more apparent that the gen2 is wasnt going to be able to fulfill its promise once the car was released it proved to be a cruel joke for those of us who would love to at least have a true alternative to the venerable 3series    is the is a bad car no that having been said given its relatively mushy handling slushy transmission unavailability of a true manual for the lexus vague steering and cdodgeped rear quarters i found myself walking away wondering how the aforementioned executive could even remotely believe the is was superior to the 3series in all areas    best regards  shipo,shipo
1487,September 2006,if you look over in the is discussion here at edmunds youll find a post that includes a quote from a lexus executive from maybe thirteen or fourteen months back that says something like the new is will outperform the 3series in every category    just to make the record straight heres what exactly what the lexus gm bob carter said in edmunds live chat back in september 29 2005    msmis asks do you think you will beat bmw sales of the 3series    bob carter its not our goal to compare ourselves with any other manufacturer i am confident that we have a fantastic vehicle coming to market most luxury manufacturers address this segment through vehicles that offer a compromise on either performance or luxury lexus has taken a different approach we are addressing this segment by offering two completely different models the is models offer incredible performance with all the luxury you would expect in a lexus our es 330 emphasizes the comfort and refined feel which lexus is known for and comes in a sophisticated and stylish exterior    coopnet asks how does lexus feel the lexuslexus compares to the 325i330i    bob carter the is is a much better car    he said the is is a much better car he did not said and i quote from ship the new is will outperform the 3series in every category    heres the link bob carter live chat,louiswei
1488,September 2006,thats not the quote i was referring to by late september of last year we all knew that the is wasnt going to measure up the quote im referring to was from july or august of 2005    best regards  shipo,shipo
